,Unnamed: 0_x,tconst,primary_title,original_title,start_year,runtime_minutes,genres,averagerating,numvotes,directors,writers,actor,actress,archive_footage,archive_sound,cinematographer,composer,director_pr,editor,producer,production_designer,self,writer_pr,concat,Unnamed: 0_y,id,release_date,movie,production_budget,domestic_gross,worldwide_gross,ROI_percent,ROI_usd,year,month,inflation,worldwide_gross_inf,domestic_gross_inf,production_budget_inf,ROI_USD_inf
50,258,tt0780653,The Wolfman,The Wolfman,2010,103.0,"['Drama', 'Fantasy', 'Horror']",5.8,97873.0,['nm0002653'],"['nm0001825', 'nm0783100', 'nm0802561']","['nm0001125', 'nm0000164', 'nm0581163']",['nm1289434'],,,,,['nm0002653'],,"['nm0835959', 'nm0199733']",,,"['nm0001825', 'nm0783100', 'nm0802561']",The Wolfman2010,190,91,"Feb 12, 2010",The Wolfman,150000000,62189884,142634358,-0.04910428,-7365642,2010,February,1.25,178292947.5,77737355.0,187500000.0,-9207052.5
51,263,tt0787474,The Boxtrolls,The Boxtrolls,2014,96.0,"['Adventure', 'Animation', 'Comedy']",6.8,50763.0,"['nm0030253', 'nm0820934']","['nm0109267', 'nm1106082', 'nm2223296', 'nm0820934', 'nm0197767', 'nm2280596']","['nm0001426', 'nm0364813', 'nm0296545', 'nm1547964']",,,,,,"['nm0030253', 'nm0820934']",,,,,"['nm0197767', 'nm0109267', 'nm1106082', 'nm2223296']",The Boxtrolls2014,893,94,"Sep 26, 2014",The Boxtrolls,60000000,50837305,111946251,0.86577085,51946251,2014,September,1.15,128738188.65,58462900.74999999,69000000.0,59738188.64999999
52,265,tt0790628,The Incredible Burt Wonderstone,The Incredible Burt Wonderstone,2013,100.0,"['Adventure', 'Comedy', 'Fantasy']",5.9,67549.0,['nm0769135'],"['nm0326246', 'nm0197855', 'nm2226753', 'nm1624685']","['nm0136797', 'nm3769935', 'nm0000114', 'nm3303074']",,,,,,['nm0769135'],,['nm0070454'],,,"['nm0326246', 'nm0197855', 'nm2226753', 'nm1624685']",The Incredible Burt Wonderstone2013,1806,7,"Mar 15, 2013",The Incredible Burt Wonderstone,32000000,22537881,27392609,-0.14398096875,-4607391,2013,March,1.17,32049352.53,26369320.77,37440000.0,-5390647.4700000025
53,266,tt0790636,Dallas Buyers Club,Dallas Buyers Club,2013,117.0,"['Biography', 'Drama']",8.0,402462.0,['nm0885249'],"['nm1258965', 'nm2214893']","['nm0000190', 'nm0001467', 'nm0001872']",['nm0004950'],,,['nm0126825'],,['nm0885249'],,"['nm0107509', 'nm0292647']",,,"['nm1258965', 'nm2214893']",Dallas Buyers Club2013,4272,73,"Nov 1, 2013",Dallas Buyers Club,5000000,27298285,60611845,11.122369,55611845,2013,November,1.17,70915858.64999999,31938993.45,5850000.0,65065858.64999999
54,269,tt0790724,Jack Reacher,Jack Reacher,2012,130.0,"['Action', 'Crime', 'Thriller']",7.0,284547.0,['nm0003160'],"['nm1676193', 'nm0003160']","['nm0000129', 'nm0420955', 'nm0001348']",['nm0683253'],,,,['nm0469145'],['nm0003160'],,"['nm1447370', 'nm0506013', 'nm0906048']",,,['nm1676193'],Jack Reacher2012,867,68,"Dec 21, 2012",Jack Reacher,60000000,80070736,217370736,2.6228456,157370736,2012,December,1.19,258671175.84,95284175.84,71400000.0,187271175.84
55,270,tt0790736,R.I.P.D.,R.I.P.D.,2013,96.0,"['Action', 'Adventure', 'Comedy']",5.6,109078.0,['nm0777881'],"['nm0006534', 'nm0542062', 'nm0229694', 'nm0006997', 'nm9592688']","['nm0005351', 'nm0000313', 'nm0000102']",['nm0000571'],,,,,['nm0777881'],,,,,"['nm9592688', 'nm0006534', 'nm0542062', 'nm0229694', 'nm0006997']",R.I.P.D.2013,254,55,"Jul 19, 2013",R.I.P.D.,130000000,33618855,79076678,-0.3917178615384616,-50923322,2013,July,1.17,92519713.26,39334060.35,152100000.0,-59580286.74000001
56,278,tt0800320,Clash of the Titans,Clash of the Titans,2010,106.0,"['Action', 'Adventure', 'Fantasy']",5.8,256176.0,['nm0504642'],"['nm2012438', 'nm0006534', 'nm0542062', 'nm0189117']","['nm0941777', 'nm0000553', 'nm0000146', 'nm0002076']",,,,,,['nm0504642'],,['nm0209326'],,,"['nm2012438', 'nm0006534', 'nm0542062', 'nm0189117']",Clash of the Titans2010,271,72,"Apr 1, 2010",Clash of the Titans,125000000,163214888,493214888,2.9457191039999997,368214888,2010,April,1.25,616518610.0,204018610.0,156250000.0,460268610.0
57,281,tt0800369,Thor,Thor,2011,115.0,"['Action', 'Adventure', 'Fantasy']",7.0,683264.0,['nm0000110'],"['nm1005420', 'nm0826714', 'nm0668309', 'nm0833089', 'nm0698873', 'nm0498278', 'nm1293367', 'nm0456158']","['nm1165110', 'nm0000164', 'nm1089991']",['nm0000204'],,,,,['nm0000110'],,,,,"['nm0698873', 'nm1005420', 'nm0826714', 'nm0668309', 'nm0833089']",Thor2011,169,70,"May 6, 2011",Thor,150000000,181030624,449326618,1.9955107866666664,299326618,2011,May,1.21,543685207.78,219047055.04,181500000.0,362185207.78
58,282,tt0803061,Red Dog,Red Dog,2011,92.0,"['Biography', 'Comedy', 'Drama']",7.4,15357.0,['nm0826541'],"['nm0850044', 'nm0207408']","['nm0524197', 'nm1046288', 'nm1047329']",['nm1592225'],,,,['nm0804918'],['nm0826541'],,"['nm0752646', 'nm0941837']",,,"['nm0850044', 'nm0207408']",Red Dog2011,3766,67,"Dec 31, 2011",Red Dog,9100000,0,20927794,1.2997575824175824,11827794,2011,December,1.21,25322630.74,0.0,11011000.0,14311630.739999998
59,283,tt0803096,Warcraft,Warcraft,2016,123.0,"['Action', 'Adventure', 'Fantasy']",6.9,225557.0,['nm1512910'],"['nm0495378', 'nm1512910']","['nm1379938', 'nm0004936', 'nm1002641']",['nm1745736'],,,,,['nm1512910'],,"['nm0746273', 'nm1568035', 'nm0308672', 'nm0419169']",,,['nm0495378'],Warcraft2016,145,46,"Jun 10, 2016",Warcraft,160000000,47225655,425522281,1.65951425625,265522281,2016,June,1.14,485095400.34,53837246.7,182400000.0,302695400.34000003
60,286,tt0804497,It's Kind of a Funny Story,It's Kind of a Funny Story,2010,101.0,"['Comedy', 'Drama', 'Romance']",7.1,125583.0,"['nm0281396', 'nm1349818']","['nm1349818', 'nm0281396', 'nm2272408']","['nm1507857', 'nm0302108']","['nm0731075', 'nm2911881']",,,,['nm1589571'],"['nm1349818', 'nm0281396']",,"['nm1878845', 'nm0592746']",,,['nm2272408'],It's Kind of a Funny Story2010,3900,1,"Oct 8, 2010",It's Kind of a Funny Story,8000000,6363628,6632950,-0.17088125,-1367050,2010,October,1.25,8291187.5,7954535.0,10000000.0,-1708812.5
61,292,tt0808510,Tooth Fairy,Tooth Fairy,2010,101.0,"['Comedy', 'Family', 'Fantasy']",5.0,37939.0,['nm0501185'],"['nm0304665', 'nm0541632', 'nm0827985', 'nm0893262', 'nm0802020', 'nm0682063']","['nm0425005', 'nm0580351']","['nm0000171', 'nm0000267']",,,,,['nm0501185'],,,,,"['nm0802020', 'nm0304665', 'nm0541632', 'nm0827985', 'nm0893262']",Tooth Fairy2010,1222,23,"Jan 22, 2010",Tooth Fairy,48000000,60022256,112610386,1.3460497083333334,64610386,2010,January,1.25,140762982.5,75027820.0,60000000.0,80762982.5
62,297,tt0810913,Jack and Jill,Jack and Jill,2011,91.0,['Comedy'],3.3,71361.0,['nm0240797'],"['nm0957840', 'nm0466175', 'nm0001191', 'nm0184445', 'nm0806912']","['nm0001191', 'nm0000199']","['nm0005017', 'nm4713266']",,,,,['nm0240797'],,['nm0307776'],,,"['nm0957840', 'nm0466175', 'nm0184445', 'nm0806912']",Jack and Jill2011,610,11,"Nov 11, 2011",Jack and Jill,79000000,74158157,150519217,0.9053065443037974,71519217,2011,November,1.21,182128252.57,89731369.97,95590000.0,86538252.57
63,298,tt0810922,Take Me Home Tonight,Take Me Home Tonight,2011,97.0,"['Comedy', 'Drama', 'Romance']",6.3,48393.0,['nm0236226'],"['nm0066851', 'nm0276882', 'nm0333410', 'nm2281415']","['nm0333410', 'nm0283945']","['nm0267506', 'nm1954240']",,,,,['nm0236226'],,"['nm1448916', 'nm1776863']",,,"['nm0066851', 'nm0276882', 'nm2281415']",Take Me Home Tonight2011,2747,48,"Mar 4, 2011",Take Me Home Tonight,19000000,6928068,7576604,-0.6012313684210526,-11423396,2011,March,1.21,9167690.84,8382962.279999998,22990000.0,-13822309.16
64,304,tt0814255,Percy Jackson & the Olympians: The Lightning Thief,Percy Jackson & the Olympians: The Lightning Thief,2010,118.0,"['Adventure', 'Family', 'Fantasy']",5.9,165108.0,['nm0001060'],"['nm0864471', 'nm2292894']","['nm0503567', 'nm0571727', 'nm0176869', 'nm1040365']",,,,,,['nm0001060'],,"['nm1651942', 'nm0055431', 'nm0705365']",,,"['nm0864471', 'nm2292894']",Percy Jackson & the Olympians: The Lightning Thief2010,416,17,"Feb 12, 2010",Percy Jackson & the Olympians: The Lightning Thief,95000000,88768303,223050874,1.3479039368421053,128050874,2010,February,1.25,278813592.5,110960378.75,118750000.0,160063592.5
65,306,tt0815236,She's Out of My League,She's Out of My League,2010,104.0,"['Comedy', 'Romance']",6.4,117245.0,['nm1637768'],"['nm1890845', 'nm1898234']","['nm0059431', 'nm2554352', 'nm1036181']",['nm1404408'],,,,['nm0028787'],['nm1637768'],,"['nm0396720', 'nm0588612']",,,"['nm1890845', 'nm1898234']",She's Out of My League2010,2561,62,"Mar 12, 2010",She's Out of My League,20000000,32010860,48680977,1.43404885,28680977,2010,March,1.25,60851221.25,40013575.0,25000000.0,35851221.25
66,308,tt0816442,The Book Thief,The Book Thief,2013,131.0,"['Drama', 'War']",7.6,119023.0,['nm1093053'],"['nm2295691', 'nm0678104']","['nm0001691', 'nm3115493']","['nm4563869', 'nm0001833']",,,,['nm0002354'],['nm1093053'],,"['nm0086998', 'nm1651942']",,,"['nm2295691', 'nm0678104']",The Book Thief2013,2740,41,"Nov 8, 2013",The Book Thief,19000000,21488481,76086711,3.0045637368421048,57086711,2013,November,1.17,89021451.86999999,25141522.77,22230000.0,66791451.86999999
67,309,tt0816462,Conan the Barbarian,Conan the Barbarian,2011,113.0,"['Action', 'Adventure', 'Fantasy']",5.2,90834.0,['nm1197971'],"['nm0232776', 'nm0649191', 'nm0393517', 'nm0397574']","['nm0597388', 'nm0000579', 'nm0002332']",['nm0000535'],,,,,['nm1197971'],,['nm0049689'],,,"['nm0232776', 'nm0649191', 'nm0393517', 'nm0397574']",Conan the Barbarian2011,475,76,"Aug 19, 2011",Conan the Barbarian,90000000,21295021,63356133,-0.2960429666666667,-26643867,2011,August,1.21,76660920.92999999,25766975.41,108900000.0,-32239079.07000001
68,311,tt0816692,Interstellar,Interstellar,2014,169.0,"['Adventure', 'Drama', 'Sci-Fi']",8.6,1299334.0,['nm0634240'],"['nm0634300', 'nm0634240']",['nm0000190'],"['nm0004266', 'nm1567113', 'nm3237775']",,,['nm0887227'],['nm0001877'],['nm0634240'],,"['nm0643553', 'nm0858799']",,,['nm0634300'],Interstellar2014,131,32,"Nov 5, 2014",Interstellar,165000000,188017894,666379375,3.038662878787879,501379375,2014,November,1.15,766336281.25,216220578.1,189750000.0,576586281.25
69,312,tt0816711,World War Z,World War Z,2013,116.0,"['Action', 'Adventure', 'Horror']",7.0,553751.0,['nm0286975'],"['nm1996352', 'nm1206844', 'nm0511541', 'nm0833089', 'nm0112150']","['nm0000093', 'nm0197647']","['nm0257969', 'nm2020146']",,,,,['nm0286975'],,,,,"['nm0112150', 'nm1996352', 'nm1206844', 'nm0511541', 'nm0833089']",World War Z2013,68,69,"Jun 21, 2013",World War Z,190000000,202359711,531514650,1.7974455263157896,341514650,2013,June,1.17,621872140.5,236760861.87,222300000.0,399572140.5
70,313,tt0817177,Flipped,Flipped,2010,90.0,"['Comedy', 'Drama', 'Romance']",7.7,74937.0,['nm0001661'],"['nm0001661', 'nm0770650', 'nm2300000']","['nm2786608', 'nm0000381']","['nm1630992', 'nm0000360']",,,['nm0215878'],['nm0003299'],['nm0001661'],,['nm0340112'],,,"['nm0770650', 'nm2300000']",Flipped2010,3221,22,"Aug 6, 2010",Flipped,14000000,1755212,4289993,-0.6935719285714286,-9710007,2010,August,1.25,5362491.25,2194015.0,17500000.0,-12137508.75
71,314,tt0817230,Valentine's Day,Valentine's Day,2010,125.0,"['Comedy', 'Romance']",5.7,107171.0,['nm0005190'],"['nm0297545', 'nm0463359', 'nm0799050']",['nm0004937'],"['nm0000210', 'nm0004266', 'nm0004695']",,,,,['nm0005190'],,"['nm0723573', 'nm0440344']",,,"['nm0297545', 'nm0463359', 'nm0799050']",Valentine's Day2010,1069,70,"Feb 12, 2010",Valentine's Day,52000000,110485654,217569328,3.1840255384615386,165569328,2010,February,1.25,271961660.0,138107067.5,65000000.0,206961660.0
72,319,tt0822847,Priest,Priest,2011,87.0,"['Action', 'Adventure', 'Fantasy']",5.7,108320.0,['nm0829820'],"['nm2309430', 'nm2312828']","['nm0079273', 'nm1544217', 'nm0881631']",['nm0702572'],,,,,['nm0829820'],,"['nm0669692', 'nm0006894', 'nm0232433']",,,"['nm2309430', 'nm2312828']",Priest2011,928,29,"May 13, 2011",Priest,60000000,29136626,84154026,0.40256709999999996,24154026,2011,May,1.21,101826371.46,35255317.46,72600000.0,29226371.459999993
73,326,tt0829150,Dracula Untold,Dracula Untold,2014,92.0,"['Action', 'Drama', 'Fantasy']",6.3,164829.0,['nm2411495'],"['nm1948885', 'nm2332952', 'nm0831290']","['nm1812656', 'nm1002641', 'nm3280686']",['nm0300589'],,,,['nm1014697'],['nm2411495'],,['nm0006894'],,,"['nm1948885', 'nm2332952', 'nm0831290']",Dracula Untold2014,720,21,"Oct 10, 2014",Dracula Untold,70000000,55991880,220241723,2.1463103285714284,150241723,2014,October,1.15,253277981.45,64390661.99999999,80500000.0,172777981.45
74,329,tt0831387,Godzilla,Godzilla,2014,123.0,"['Action', 'Adventure', 'Sci-Fi']",6.4,350687.0,['nm2284484'],"['nm1440919', 'nm1709264', 'nm0393094', 'nm0613609', 'nm0443227', 'nm0001104', 'nm0333060']","['nm1093951', 'nm0186505', 'nm0913822']",['nm0647634'],,,,,['nm2284484'],,,,,"['nm0443227', 'nm1440919', 'nm1709264', 'nm0393094', 'nm0613609']",Godzilla2014,140,41,"May 16, 2014",Godzilla,160000000,200676069,529076069,2.30672543125,369076069,2014,May,1.15,608437479.3499999,230777479.35,184000000.0,424437479.34999985
75,336,tt0837562,Hotel Transylvania,Hotel Transylvania,2012,91.0,"['Animation', 'Comedy', 'Family']",7.1,204571.0,['nm0850733'],"['nm0063165', 'nm0806912', 'nm0244110', 'nm1087952', 'nm1156984']","['nm0001191', 'nm0416673', 'nm1676221']",['nm1411125'],,,,,['nm0850733'],,,,,"['nm1156984', 'nm0063165', 'nm0806912', 'nm0244110', 'nm1087952']",Hotel Transylvania2012,495,96,"Sep 28, 2012",Hotel Transylvania,85000000,148313048,378505812,3.4530095529411766,293505812,2012,September,1.19,450421916.28,176492527.12,101150000.0,349271916.28
76,337,tt0837563,Pet Sematary,Pet Sematary,2019,101.0,"['Horror', 'Mystery', 'Thriller']",6.0,34472.0,"['nm1556116', 'nm1552637']","['nm0000175', 'nm0338557', 'nm1161528']","['nm0164809', 'nm0001475']","['nm1541272', 'nm5503448']",,,,,"['nm1556116', 'nm1552637']",,['nm0225146'],,,"['nm0000175', 'nm0338557', 'nm1161528']",Pet Sematary2019,2460,61,"Apr 5, 2019",Pet Sematary,21000000,54724696,109501146,4.214340285714286,88501146,2019,April,1.07,117166226.22,58555424.72000001,22470000.0,94696226.22
77,341,tt0840361,The Town,The Town,2010,125.0,"['Crime', 'Drama', 'Thriller']",7.6,322524.0,['nm0000255'],"['nm0185976', 'nm0000255', 'nm0830760', 'nm2353561']","['nm0000255', 'nm0358316', 'nm0719637']",['nm0356017'],,,,['nm1384267'],,,"['nm0412588', 'nm0454752']",,,"['nm0185976', 'nm0830760', 'nm2353561']",The Town2010,1591,92,"Sep 17, 2010",The Town,37000000,92186262,152566881,3.1234292162162163,115566881,2010,September,1.25,190708601.25,115232827.5,46250000.0,144458601.25
78,344,tt0842926,The Kids Are All Right,The Kids Are All Right,2010,106.0,"['Comedy', 'Drama', 'Romance']",7.0,120656.0,['nm0158966'],"['nm0158966', 'nm0089742']",['nm0749263'],"['nm0000906', 'nm0000194', 'nm1985859']",,,,,['nm0158966'],,"['nm1488027', 'nm1344784', 'nm3527897', 'nm0506664']",,,['nm0089742'],The Kids Are All Right2010,4486,87,"Jul 9, 2010",The Kids Are All Right,4000000,20811365,36275469,8.06886725,32275469,2010,July,1.25,45344336.25,26014206.25,5000000.0,40344336.25
79,356,tt0848228,The Avengers,The Avengers,2012,143.0,"['Action', 'Adventure', 'Sci-Fi']",8.1,1183655.0,['nm0923736'],"['nm0923736', 'nm0672015']","['nm0000375', 'nm0262635', 'nm0719637']",['nm0424060'],,,['nm0568974'],['nm0006293'],['nm0923736'],['nm0285701'],['nm0270559'],,,['nm0672015'],The Avengers2012,26,27,"May 4, 2012",The Avengers,225000000,623279547,1517935897,5.746381764444443,1292935897,2012,May,1.19,1806343717.43,741702660.93,267750000.0,1538593717.4299998
80,357,tt0848537,Epic,Epic,2013,102.0,"['Adventure', 'Animation', 'Family']",6.7,95318.0,['nm0917188'],"['nm0366337', 'nm0431622', 'nm0792092', 'nm0040022', 'nm0256079', 'nm0917188']","['nm1242688', 'nm0268199']","['nm1086543', 'nm0461498']",,,,,['nm0917188'],,,,,"['nm0256079', 'nm0366337', 'nm0431622', 'nm0792092', 'nm0040022']",Epic2013,376,77,"May 24, 2013",Epic,100000000,107518682,262794441,1.62794441,162794441,2013,May,1.17,307469495.97,125796857.94,117000000.0,190469495.97
81,382,tt0864835,Mr. Peabody & Sherman,Mr. Peabody & Sherman,2014,92.0,"['Adventure', 'Animation', 'Comedy']",6.8,57277.0,['nm0591450'],"['nm0911599', 'nm1362905', 'nm0304830', 'nm0502073', 'nm0450774', 'nm0567112']","['nm0123092', 'nm1934618', 'nm0170306']",['nm0005182'],,,,,['nm0591450'],,,,,"['nm0450774', 'nm0911599', 'nm1362905', 'nm0304830', 'nm0502073']",Mr. Peabody & Sherman2014,200,1,"Mar 7, 2014",Mr. Peabody & Sherman,145000000,111506430,269806430,0.860734,124806430,2014,March,1.15,310277394.5,128232394.5,166750000.0,143527394.5
82,390,tt0872230,My Soul to Take,My Soul to Take,2010,107.0,"['Horror', 'Mystery', 'Thriller']",4.8,18381.0,['nm0000127'],['nm0000127'],"['nm1302735', 'nm1910274', 'nm1091701']",['nm0340720'],,,['nm1134158'],['nm0001937'],['nm0000127'],['nm0574097'],"['nm0441097', 'nm0479757']",,,,My Soul to Take2010,2267,68,"Oct 8, 2010",My Soul to Take,25000000,14744435,16727470,-0.3309012,-8272530,2010,October,1.25,20909337.5,18430543.75,31250000.0,-10340662.5
83,391,tt0873886,Red State,Red State,2011,88.0,"['Action', 'Crime', 'Horror']",6.2,59266.0,['nm0003620'],['nm0003620'],"['nm0662981', 'nm0000422', 'nm0029400']",['nm0502425'],,,['nm0003140'],,['nm0003620'],,['nm0330335'],['nm0573416'],,,Red State2011,4521,22,"Sep 23, 2011",Red State,4000000,1065429,1983596,-0.504101,-2016404,2011,September,1.21,2400151.16,1289169.09,4840000.0,-2439848.84
84,402,tt0878835,Please Give,Please Give,2010,87.0,"['Comedy', 'Drama']",6.6,10652.0,['nm0392237'],['nm0392237'],['nm0001624'],"['nm0001416', 'nm0356017', 'nm0444752']",,,['nm1078971'],"['nm2125260', 'nm0953616']",['nm0392237'],['nm0292482'],['nm0106835'],,,,Please Give2010,4714,15,"Apr 30, 2010",Please Give,3000000,4033574,4570178,0.5233926666666666,1570178,2010,April,1.25,5712722.5,5041967.5,3750000.0,1962722.5
85,405,tt0879870,Eat Pray Love,Eat Pray Love,2010,133.0,"['Drama', 'Romance']",5.8,77709.0,['nm0614682'],"['nm0614682', 'nm0759022', 'nm2418691']","['nm0000849', 'nm0420955']","['nm0000210', 'nm0205626']",,,['nm0724744'],['nm0547050'],['nm0614682'],,['nm0306890'],,,"['nm0759022', 'nm2418691']",Eat Pray Love2010,866,67,"Aug 13, 2010",Eat Pray Love,60000000,80574010,206598789,2.44331315,146598789,2010,August,1.25,258248486.25,100717512.5,75000000.0,183248486.25
86,407,tt0881320,Sanctum,Sanctum,2011,108.0,"['Adventure', 'Drama', 'Thriller']",5.9,51318.0,['nm0340958'],"['nm2510763', 'nm1337757']","['nm1973422', 'nm0048336', 'nm0746896']",['nm0186563'],,,['nm1718906'],['nm0386595'],['nm0340958'],['nm0912536'],,,,"['nm2510763', 'nm1337757']",Sanctum2011,1944,45,"Feb 4, 2011",Sanctum,30000000,23209310,108957098,2.631903266666667,78957098,2011,February,1.21,131838088.58,28083265.1,36300000.0,95538088.58
87,409,tt0882977,Snitch,Snitch,2013,112.0,"['Action', 'Drama', 'Thriller']",6.5,78142.0,['nm0006846'],"['nm1244808', 'nm0006846']","['nm0425005', 'nm1256532', 'nm1969169']",['nm0000215'],,,,,['nm0006846'],,"['nm5009883', 'nm1180690', 'nm0116348', 'nm1696098']",,,['nm1244808'],Snitch2013,3025,26,"Feb 22, 2013",Snitch,15000000,42930462,57907734,2.8605156000000003,42907734,2013,February,1.17,67752048.78,50228640.54,17550000.0,50202048.78
88,413,tt0884732,The Wedding Ringer,The Wedding Ringer,2015,101.0,['Comedy'],6.7,66893.0,['nm1275670'],"['nm1275670', 'nm1191891']","['nm0366389', 'nm1265802', 'nm1649714']",['nm0192505'],,,['nm0513799'],['nm0501999'],['nm1275670'],,"['nm0276178', 'nm0655510']",,,['nm1191891'],The Wedding Ringer2015,2372,73,"Jan 16, 2015",The Wedding Ringer,23000000,64460211,80171596,2.4857215652173914,57171596,2015,January,1.15,92197335.4,74129242.64999999,26450000.0,65747335.39999999
89,418,tt0889573,The Switch,The Switch,2010,101.0,"['Comedy', 'Drama', 'Romance']",6.1,90661.0,"['nm0330347', 'nm0817447']","['nm0262325', 'nm1615610']","['nm0000867', 'nm0933940', 'nm0000156']",['nm0000098'],,,,,"['nm0330347', 'nm0817447']",,"['nm0947695', 'nm0074100']",,,"['nm0262325', 'nm1615610']",The Switch2010,2738,39,"Aug 20, 2010",The Switch,19000000,27758465,49858465,1.6241297368421053,30858465,2010,August,1.25,62323081.25,34698081.25,23750000.0,38573081.25
90,422,tt0892318,Letters to Juliet,Letters to Juliet,2010,105.0,"['Adventure', 'Comedy', 'Drama']",6.6,86137.0,['nm0935095'],"['nm1433580', 'nm0003201']",['nm0305558'],"['nm1086543', 'nm0000603', 'nm0213482']",,,,,['nm0935095'],,"['nm0438210', 'nm0000289', 'nm0004799']",,,"['nm1433580', 'nm0003201']",Letters to Juliet2010,1888,89,"May 14, 2010",Letters to Juliet,30000000,53032453,82148538,1.7382846,52148538,2010,May,1.25,102685672.5,66290566.25,37500000.0,65185672.5
91,423,tt0892769,How to Train Your Dragon,How to Train Your Dragon,2010,98.0,"['Action', 'Adventure', 'Animation']",8.1,611299.0,"['nm0761498', 'nm0213450']","['nm0204030', 'nm0213450', 'nm0761498', 'nm2441763', 'nm0405190', 'nm1104057']","['nm0059431', 'nm0124930', 'nm2395586', 'nm0272401']",,,,,,"['nm0213450', 'nm0761498']",,,,,"['nm1104057', 'nm0204030', 'nm2441763', 'nm0405190']",How to Train Your Dragon2010,129,30,"Mar 26, 2010",How to Train Your Dragon,165000000,217581232,494870992,1.9992181333333332,329870992,2010,March,1.25,618588740.0,271976540.0,206250000.0,412338740.0
