,Unnamed: 0_x,tconst,primary_title,original_title,start_year,runtime_minutes,genres,averagerating,numvotes,directors,writers,actor,actress,archive_footage,archive_sound,cinematographer,composer,director_pr,editor,producer,production_designer,self,writer_pr,concat,Unnamed: 0_y,id,release_date,movie,production_budget,domestic_gross,worldwide_gross,ROI_percent,ROI_usd,year,month,inflation,worldwide_gross_inf,domestic_gross_inf,production_budget_inf,ROI_USD_inf
538,10975,tt1615918,Alvin and the Chipmunks: Chipwrecked,Alvin and the Chipmunks: Chipwrecked,2011,87.0,"['Adventure', 'Animation', 'Comedy']",4.4,28158.0,['nm0593610'],"['nm0008743', 'nm0074184', 'nm0046564', 'nm0439739']","['nm0519043', 'nm1131557', 'nm0565366', 'nm0005134']",,,,,,['nm0593610'],,['nm0046559'],,,"['nm0008743', 'nm0074184', 'nm0046564', 'nm0439739']",Alvin and the Chipmunks: Chipwrecked2011,548,49,"Dec 16, 2011",Alvin and the Chipmunks: Chipwrecked,80000000,133107389,349088523,3.3636065375,269088523,2011,December,1.21,422397112.83,161059940.69,96800000.0,325597112.83
539,10988,tt1616195,J. Edgar,J. Edgar,2011,137.0,"['Biography', 'Crime', 'Drama']",6.6,115925.0,['nm0000142'],['nm0085257'],"['nm0000138', 'nm2309517', 'nm0357979']",['nm0915208'],,,['nm0827869'],,['nm0000142'],['nm0185088'],"['nm0004976', 'nm0520749']",,,['nm0085257'],J. Edgar2011,1675,76,"Nov 9, 2011",J. Edgar,35000000,37306030,84606030,1.4173151428571429,49606030,2011,November,1.21,102373296.3,45140296.3,42350000.0,60023296.3
540,11040,tt1617661,Jupiter Ascending,Jupiter Ascending,2015,127.0,"['Action', 'Adventure', 'Sci-Fi']",5.3,166327.0,"['nm0905152', 'nm0905154']","['nm0905152', 'nm0905154']","['nm1475594', 'nm1519666', 'nm0000293']",['nm0005109'],,,['nm0001799'],['nm0315974'],"['nm0905154', 'nm0905152']",['nm0076670'],['nm0384294'],,,,Jupiter Ascending2015,90,91,"Feb 6, 2015",Jupiter Ascending,179000000,47482519,181982519,0.016662117318435754,2982519,2015,February,1.15,209279896.85,54604896.85,205850000.0,3429896.850000024
541,11048,tt1618430,Dum Maaro Dum,Dum Maaro Dum,2011,128.0,"['Action', 'Crime', 'Drama']",6.2,3616.0,['nm1391682'],"['nm1743389', 'nm1709471', 'nm1356270']","['nm0045393', 'nm2281292']","['nm2138653', 'nm0060607']",,,,['nm1338587'],['nm1391682'],,['nm0802693'],,,"['nm1743389', 'nm1709471', 'nm1356270']",Dum Maaro Dum2011,4245,46,"Apr 22, 2011",Dum Maaro Dum,5200000,564489,11633427,1.2371975,6433427,2011,April,1.21,14076446.67,683031.69,6292000.0,7784446.67
542,11051,tt1618442,The Last Witch Hunter,The Last Witch Hunter,2015,106.0,"['Action', 'Adventure', 'Fantasy']",6.0,86118.0,['nm0252135'],"['nm2309430', 'nm1948885', 'nm2332952']","['nm0004874', 'nm0000704', 'nm0959963']",['nm3310211'],,,,,['nm0252135'],,"['nm0325927', 'nm0004799']",,,"['nm2309430', 'nm1948885', 'nm2332952']",The Last Witch Hunter2015,595,96,"Oct 23, 2015",The Last Witch Hunter,80000000,27367660,130818912,0.6352364,50818912,2015,October,1.15,150441748.79999998,31472809.0,92000000.0,58441748.79999998
543,11062,tt1619029,Jackie,Jackie,2016,100.0,"['Biography', 'Drama', 'History']",6.7,66008.0,['nm1883257'],['nm3834300'],"['nm0765597', 'nm0001082']","['nm0000204', 'nm1950086']",,,,,['nm1883257'],,"['nm2213147', 'nm0004716', 'nm0291542', 'nm0359504']",,,['nm3834300'],Jackie2016,3786,87,"Dec 2, 2016",Jackie,9000000,13960394,36588512,3.0653902222222222,27588512,2016,December,1.14,41710903.68,15914849.159999998,10260000.0,31450903.68
544,11113,tt1620680,A Wrinkle in Time,A Wrinkle in Time,2018,109.0,"['Adventure', 'Family', 'Fantasy']",4.2,34888.0,['nm1148550'],"['nm1601644', 'nm0830969', 'nm0478291']",,"['nm4977564', 'nm0001856', 'nm0000702', 'nm1411676']",,,,,['nm1148550'],,"['nm0924270', 'nm1034870']",,,"['nm1601644', 'nm0830969', 'nm0478291']",A Wrinkle in Time2018,357,58,"Mar 9, 2018",A Wrinkle in Time,103000000,100478608,133401882,0.2951639029126213,30401882,2018,March,1.09,145408051.38000005,109521682.72,112270000.0,33138051.38000001
545,11139,tt1620935,Bleed for This,Bleed for This,2016,117.0,"['Biography', 'Drama', 'Sport']",6.8,21946.0,['nm0950226'],"['nm0950226', 'nm4549849', 'nm0686233']","['nm1886602', 'nm0001173', 'nm0001354']",['nm0005408'],,,,,['nm0950226'],,"['nm0862115', 'nm0169260', 'nm3959653']",,,"['nm4549849', 'nm0686233']",Bleed for This2016,2964,65,"Nov 18, 2016",Bleed for This,16000000,5083906,6603926,-0.587254625,-9396074,2016,November,1.14,7528475.64,5795652.84,18240000.0,-10711524.36
546,11150,tt1621039,Free Birds,Free Birds,2013,91.0,"['Adventure', 'Animation', 'Comedy']",5.9,20934.0,['nm0371755'],"['nm0608714', 'nm0371755', 'nm0827670', 'nm0833828', 'nm3439751']","['nm0000437', 'nm0005562', 'nm0283945']",['nm0688132'],,,,['nm3825122'],['nm0371755'],,,,,"['nm0608714', 'nm0827670', 'nm0833828', 'nm3439751']",Free Birds2013,1015,16,"Nov 1, 2013",Free Birds,55000000,55750480,110387072,1.0070376727272727,55387072,2013,November,1.17,129152874.24,65228061.6,64349999.99999999,64802874.24
547,11151,tt1621045,Think Like a Man,Think Like a Man,2012,122.0,"['Comedy', 'Romance']",6.6,41043.0,['nm1103162'],"['nm2226647', 'nm2226970', 'nm0367724']","['nm2093097', 'nm0366389', 'nm1013003']",['nm0005517'],,,,['nm0501999'],['nm1103162'],,['nm0655510'],,,"['nm2226647', 'nm2226970', 'nm0367724']",Think Like a Man2012,3344,45,"Apr 20, 2012",Think Like a Man,12000000,91547205,113373764,8.447813666666667,101373764,2012,April,1.19,134914779.16,108941173.95,14280000.0,120634779.16
548,11187,tt1622547,30 Minutes or Less,30 Minutes or Less,2011,83.0,"['Action', 'Comedy', 'Crime']",6.1,87254.0,['nm0281508'],"['nm2225652', 'nm3574030']","['nm0251986', 'nm1144419', 'nm0841910', 'nm2106637']",,,,,,['nm0281508'],,"['nm0001774', 'nm0180366', 'nm0469553']",,,"['nm2225652', 'nm3574030']",30 Minutes or Less2011,2059,60,"Aug 12, 2011",30 Minutes or Less,28000000,37053924,40966716,0.46309700000000004,12966716,2011,August,1.21,49569726.36,44835248.04,33880000.0,15689726.36
549,11202,tt1622979,Final Destination 5,Final Destination 5,2011,92.0,['Horror'],5.9,98061.0,['nm0702797'],"['nm2104063', 'nm0714695']","['nm0194900', 'nm0260224', 'nm0279702']",['nm0068187'],,,,['nm0003911'],['nm0702797'],,"['nm0675013', 'nm0956015']",,,"['nm2104063', 'nm0714695']",Final Destination 52011,1448,49,"Aug 12, 2011",Final Destination 5,40000000,42587643,155011165,2.875279125,115011165,2011,August,1.21,187563509.65,51531048.03,48400000.0,139163509.65
550,11210,tt1623205,Oz the Great and Powerful,Oz the Great and Powerful,2013,130.0,"['Adventure', 'Family', 'Fantasy']",6.3,192045.0,['nm0000600'],"['nm0438449', 'nm1865755', 'nm0000875']",['nm0290556'],"['nm0931329', 'nm0001838', 'nm0005109']",,,,['nm0000384'],['nm0000600'],,['nm0005387'],,,"['nm0438449', 'nm1865755', 'nm0000875']",Oz the Great and Powerful2013,53,54,"Mar 8, 2013",Oz the Great and Powerful,200000000,234770996,490359051,1.451795255,290359051,2013,March,1.17,573720089.67,274682065.32,234000000.0,339720089.67
551,11212,tt1623288,ParaNorman,ParaNorman,2012,92.0,"['Adventure', 'Animation', 'Comedy']",7.0,87250.0,"['nm2752098', 'nm0271402']",['nm2752098'],"['nm2240346', 'nm2395586', 'nm3235380']",['nm0447695'],,,['nm0004336'],['nm0109726'],"['nm2752098', 'nm0271402']",,"['nm1325899', 'nm1750312']",,,,ParaNorman2012,888,89,"Aug 17, 2012",ParaNorman,60000000,56003051,108119662,0.8019943666666667,48119662,2012,August,1.19,128662397.78,66643630.69,71400000.0,57262397.78
552,11271,tt1625346,Young Adult,Young Adult,2011,94.0,"['Comedy', 'Drama']",6.3,74071.0,['nm0718646'],['nm1959505'],"['nm0933940', 'nm0652663']","['nm0000234', 'nm0714147']",,,,['nm0448843'],['nm0718646'],,"['nm0355147', 'nm1259504', 'nm0809833']",,,['nm1959505'],Young Adult2011,3393,94,"Dec 9, 2011",Young Adult,12000000,16311571,22750356,0.895863,10750356,2011,December,1.21,27527930.76,19737000.91,14520000.0,13007930.759999998
553,11347,tt1628841,Independence Day: Resurgence,Independence Day: Resurgence,2016,120.0,"['Action', 'Adventure', 'Sci-Fi']",5.2,155344.0,['nm0000386'],"['nm1288961', 'nm1123994', 'nm0002041', 'nm0000386', 'nm0888743', 'nm1125328']","['nm2955013', 'nm0000156', 'nm0000597']",['nm2140860'],,,,,['nm0000386'],,,,,"['nm1125328', 'nm1288961', 'nm1123994', 'nm0002041', 'nm0888743']",Independence Day: Resurgence2016,132,33,"Jun 24, 2016",Independence Day: Resurgence,165000000,103144286,384169424,1.3282995393939394,219169424,2016,June,1.14,437953143.36,117584486.04,188100000.0,249853143.36
554,11374,tt1629705,Blackthorn,Blackthorn,2011,102.0,"['Action', 'Adventure', 'Western']",6.6,8553.0,['nm0317834'],['nm0057774'],"['nm0001731', 'nm0635330', 'nm0001653']",['nm2008680'],,,['nm0005851'],['nm0324184'],['nm0317834'],,"['nm1028742', 'nm0763269']",,,['nm0057774'],Blackthorn2011,4445,46,"Oct 7, 2011",Blackthorn,4500000,200558,1217307,-0.7294873333333334,-3282693,2011,October,1.21,1472941.47,242675.18,5445000.0,-3972058.53
555,11387,tt1629757,Chasing Mavericks,Chasing Mavericks,2012,116.0,"['Biography', 'Drama', 'Sport']",7.2,28994.0,"['nm0000776', 'nm0000436']","['nm0758002', 'nm2249435', 'nm0393714']","['nm4103976', 'nm0124930']","['nm0000223', 'nm0817844']",,,,,"['nm0000776', 'nm0000436']",,['nm0425741'],,,"['nm0758002', 'nm2249435', 'nm0393714']",Chasing Mavericks2012,2666,67,"Oct 26, 2012",Chasing Mavericks,20000000,6002756,8300821,-0.58495895,-11699179,2012,October,1.19,9877976.99,7143279.64,23800000.0,-13922023.01
556,11395,tt1630036,Courageous,Courageous,2011,129.0,['Drama'],7.0,17586.0,['nm1731937'],"['nm1731937', 'nm1726854']","['nm1731937', 'nm2848533', 'nm0235948']",['nm3153688'],,,['nm0778894'],['nm1726667'],,"['nm2838269', 'nm1232772']",,['nm0179966'],,['nm1726854'],Courageous2011,4886,87,"Sep 30, 2011",Courageous,2000000,34522221,35185884,16.592942,33185884,2011,September,1.21,42574919.64,41771887.41,2420000.0,40154919.64
557,11471,tt1631867,Edge of Tomorrow,Edge of Tomorrow,2014,113.0,"['Action', 'Sci-Fi']",7.9,546284.0,['nm0510731'],"['nm0003160', 'nm0125336', 'nm3890871', 'nm3872326']","['nm0000129', 'nm0000200', 'nm0322407']",['nm1289434'],,,,,['nm0510731'],,['nm1354139'],,,"['nm0003160', 'nm0125336', 'nm3890871', 'nm3872326']",Edge of Tomorrow2014,94,95,"Jun 6, 2014",Edge of Tomorrow,178000000,100206256,370541256,1.0816924494382023,192541256,2014,June,1.15,426122444.4,115237194.4,204700000.0,221422444.4
558,11495,tt1632708,Friends with Benefits,Friends with Benefits,2011,109.0,"['Comedy', 'Romance']",6.6,317338.0,['nm0323239'],"['nm2226647', 'nm2226970', 'nm0323239', 'nm0679037']",['nm0005493'],"['nm0005109', 'nm0165101', 'nm0001184']",,,,,['nm0323239'],,"['nm0787265', 'nm0323065']",,,"['nm2226647', 'nm2226970', 'nm0679037']",Friends with Benefits2011,1654,55,"Jul 22, 2011",Friends with Benefits,35000000,55802754,146595891,3.1884540285714285,111595891,2011,July,1.21,177381028.10999998,67521332.34,42350000.0,135031028.10999998
559,11523,tt1633356,Shark Night 3D,Shark Night 3D,2011,90.0,"['Horror', 'Thriller']",4.0,23190.0,['nm0254786'],"['nm1974551', 'nm3864204']","['nm1682420', 'nm1377001']","['nm0668139', 'nm1897713']",,,,,['nm0254786'],,"['nm1987578', 'nm0109010', 'nm1153907']",,,"['nm1974551', 'nm3864204']",Shark Night 3D2011,2251,52,"Sep 2, 2011",Shark Night 3D,25000000,18877153,18877153,-0.24491388,-6122847,2011,September,1.21,22841355.13,22841355.13,30250000.0,-7408644.870000001
560,11526,tt1634003,Underdogs,Metegol,2013,106.0,"['Adventure', 'Animation', 'Family']",6.5,8197.0,['nm0002728'],"['nm3160078', 'nm3039720', 'nm0002728', 'nm1098024', 'nm1085381', 'nm1558913']","['nm0021938', 'nm5696600', 'nm1064960']",['nm4020695'],,,,,['nm0002728'],,,,,"['nm1558913', 'nm3160078', 'nm3039720', 'nm1098024', 'nm1085381']",Underdogs2013,4840,41,"Aug 16, 2013",Underdogs,2500000,35017,1392649,-0.44294040000000007,-1107351,2013,August,1.17,1629399.3299999996,40969.89,2925000.0,-1295600.6700000002
561,29234,tt2123342,Underdogs,Underdogs,2013,102.0,"['Drama', 'Family', 'Sport']",5.8,882.0,['nm0213191'],"['nm0490073', 'nm4223420']","['nm0000665', 'nm0544611', 'nm0692466', 'nm2943468']",,,,,['nm0730321'],['nm0213191'],,"['nm0279863', 'nm0740267']",,,"['nm0490073', 'nm4223420']",Underdogs2013,4840,41,"Aug 16, 2013",Underdogs,2500000,35017,1392649,-0.44294040000000007,-1107351,2013,August,1.17,1629399.3299999996,40969.89,2925000.0,-1295600.6700000002
562,11539,tt1634122,Johnny English Reborn,Johnny English Reborn,2011,101.0,"['Action', 'Adventure', 'Comedy']",6.3,110824.0,['nm0662529'],"['nm0566100', 'nm0204030', 'nm0701031', 'nm0905498']","['nm0000100', 'nm0922035', 'nm0054087']",['nm0683253'],,,,,['nm0662529'],,['nm0079677'],,,"['nm0566100', 'nm0204030', 'nm0701031', 'nm0905498']",Johnny English Reborn2011,1318,19,"Oct 21, 2011",Johnny English Reborn,45000000,8406711,164640401,2.6586755777777777,119640401,2011,October,1.21,199214885.21,10172120.31,54450000.0,144764885.21
563,11605,tt1636826,Project X,Project X,2012,88.0,['Comedy'],6.7,177782.0,['nm1294036'],"['nm0236966', 'nm0045209']","['nm3287038', 'nm3967796', 'nm3967854', 'nm3967702']",,,,['nm1092952'],,['nm1294036'],['nm0343846'],['nm0680846'],,,"['nm0236966', 'nm0045209']",Project X2012,3357,58,"Mar 2, 2012",Project X,12000000,54731865,103028188,7.585682333333334,91028188,2012,March,1.19,122603543.72,65130919.35,14280000.0,108323543.72
564,11626,tt1637688,In Time,In Time,2011,109.0,"['Action', 'Crime', 'Drama']",6.7,346077.0,['nm0629272'],['nm0629272'],"['nm0005493', 'nm0614165']","['nm1086543', 'nm1312575']",,,['nm0005683'],['nm0035661'],['nm0629272'],['nm0821205'],"['nm0008953', 'nm0628080']",,,,In Time2011,1673,74,"Oct 28, 2011",In Time,35000000,37553932,165103952,3.717255771428571,130103952,2011,October,1.21,199775781.92,45440257.72,42350000.0,157425781.92
565,11635,tt1637706,Our Idiot Brother,Our Idiot Brother,2011,90.0,"['Comedy', 'Drama']",6.4,80738.0,['nm0673400'],"['nm0673400', 'nm3077617', 'nm0772005']","['nm0748620', 'nm0838267']","['nm0006969', 'nm0221046']",,,,,['nm0673400'],,"['nm1196755', 'nm0106835', 'nm0764771']",,,"['nm3077617', 'nm0772005']",Our Idiot Brother2011,4277,78,"Aug 26, 2011",Our Idiot Brother,5000000,24814830,25861249,4.1722498,20861249,2011,August,1.21,31292111.29,30025944.3,6050000.0,25242111.29
566,11641,tt1637725,Ted,Ted,2012,106.0,"['Comedy', 'Fantasy']",6.9,538367.0,['nm0532235'],"['nm0532235', 'nm1273148', 'nm1273397']","['nm0000242', 'nm0532235', 'nm0570364']",['nm0005109'],,,,['nm0614774'],,,"['nm0164063', 'nm1124997', 'nm0835959']",,,"['nm1273148', 'nm1273397']",Ted2012,1083,84,"Jun 29, 2012",Ted,50000000,218665740,556016627,10.12033254,506016627,2012,June,1.19,661659786.13,260212230.6,59500000.0,602159786.13
567,11731,tt1640459,Hobo with a Shotgun,Hobo with a Shotgun,2011,86.0,"['Action', 'Comedy', 'Horror']",6.1,41633.0,['nm2639032'],['nm3851113'],"['nm0000442', 'nm3395644', 'nm1036211', 'nm0235978']",,,,,['nm3113260'],['nm2639032'],,"['nm1080440', 'nm0275651', 'nm0802731']",,,['nm3851113'],Hobo with a Shotgun2011,4732,33,"May 6, 2011",Hobo with a Shotgun,3000000,703372,834953,-0.7216823333333333,-2165047,2011,May,1.21,1010293.13,851080.12,3630000.0,-2619706.87
568,11734,tt1640484,Jumping the Broom,Jumping the Broom,2011,112.0,"['Comedy', 'Drama']",5.7,9089.0,['nm0015328'],"['nm0402804', 'nm1656428']",['nm0022306'],"['nm1745736', 'nm0000291', 'nm0222643']",,,,,['nm0015328'],,"['nm0537164', 'nm0249525', 'nm0415890']",,,"['nm0402804', 'nm1656428']",Jumping the Broom2011,3992,93,"May 6, 2011",Jumping the Broom,7000000,37295394,38158601,4.4512287142857145,31158601,2011,May,1.21,46171907.21,45127426.74,8470000.0,37701907.21
569,11845,tt1645080,The Art of Getting By,The Art of Getting By,2011,83.0,"['Drama', 'Romance']",6.6,53682.0,['nm1026883'],['nm1026883'],"['nm0383603', 'nm0029400']","['nm0731075', 'nm0818587']",,,,['nm1465570'],['nm1026883'],,"['nm3137986', 'nm0199079', 'nm0325181', 'nm3137040']",,,,The Art of Getting By2011,4519,20,"Jun 17, 2011",The Art of Getting By,4000000,1430241,1989035,-0.50274125,-2010965,2011,June,1.21,2406732.35,1730591.61,4840000.0,-2433267.65
570,11847,tt1645089,Inside Job,Inside Job,2010,109.0,"['Crime', 'Documentary']",8.3,65304.0,['nm2480587'],"['nm2480587', 'nm1556822', 'nm2903269']",,,,,['nm0194125'],['nm0373588'],['nm2480587'],,['nm2513737'],,"['nm0000354', 'nm4968464', 'nm1674617', 'nm4227570']","['nm1556822', 'nm2903269']",Inside Job2010,4916,17,"Oct 8, 2010",Inside Job,2000000,4311834,7799257,2.8996285,5799257,2010,October,1.25,9749071.25,5389792.5,2500000.0,7249071.25
571,11874,tt1645170,The Dictator,The Dictator,2012,83.0,['Comedy'],6.4,250976.0,['nm0153078'],"['nm0056187', 'nm0073688', 'nm0541635', 'nm0769840']","['nm0056187', 'nm0000604', 'nm0001426']",['nm0267506'],,,,,['nm0153078'],,"['nm0748784', 'nm0385630']",,,"['nm0073688', 'nm0541635', 'nm0769840']",The Dictator2012,795,96,"May 16, 2012",The Dictator,65000000,59650222,180148897,1.7715214923076923,115148897,2012,May,1.19,214377187.43,70983764.17999999,77350000.0,137027187.42999998
572,11943,tt1646971,How to Train Your Dragon 2,How to Train Your Dragon 2,2014,102.0,"['Action', 'Adventure', 'Animation']",7.8,278205.0,['nm0213450'],"['nm0213450', 'nm2441763']","['nm0059431', 'nm0124930', 'nm0272401']",['nm0000949'],,,['nm0956710'],['nm0694173'],['nm0213450'],['nm0139758'],['nm0036366'],,,['nm2441763'],How to Train Your Dragon 22014,198,99,"Jun 13, 2014",How to Train Your Dragon 2,145000000,177002924,614586270,3.238526,469586270,2014,June,1.15,706774210.5,203553362.6,166750000.0,540024210.5
573,11954,tt1646987,Wrath of the Titans,Wrath of the Titans,2012,99.0,"['Action', 'Adventure', 'Fantasy']",5.7,172330.0,['nm0509448'],"['nm2669197', 'nm0424901', 'nm0075528', 'nm0189117']","['nm0941777', 'nm0000553', 'nm0000146']",['nm0683253'],,,,,['nm0509448'],,['nm0412588'],,,"['nm2669197', 'nm0424901', 'nm0075528', 'nm0189117']",Wrath of the Titans2012,186,87,"Mar 30, 2012",Wrath of the Titans,150000000,83670083,305270083,1.0351338866666666,155270083,2012,March,1.19,363271398.77,99567398.77,178500000.0,184771398.77
574,11978,tt1647668,Million Dollar Arm,Million Dollar Arm,2014,124.0,"['Biography', 'Drama', 'Sport']",7.0,41008.0,['nm0318916'],['nm0565336'],"['nm0358316', 'nm0541902', 'nm0000273', 'nm4139037']",,,,,['nm0006246'],['nm0318916'],,"['nm0161891', 'nm0336668', 'nm0005387']",,,['nm0565336'],Million Dollar Arm2014,2216,17,"May 16, 2014",Million Dollar Arm,25000000,36447959,39217912,0.56871648,14217912,2014,May,1.15,45100598.8,41915152.85,28750000.0,16350598.8
575,12002,tt1648179,Here Comes the Boom,Here Comes the Boom,2012,105.0,"['Action', 'Comedy', 'Sport']",6.4,81761.0,['nm0178997'],"['nm1615610', 'nm0416673', 'nm0720609']","['nm0416673', 'nm0001857', 'nm0314524']",['nm0000161'],,,['nm0005793'],['nm0340003'],['nm0178997'],,['nm0307776'],,,"['nm1615610', 'nm0720609']",Here Comes the Boom2012,1351,52,"Oct 12, 2012",Here Comes the Boom,42000000,45290318,73239258,0.7437918571428571,31239258,2012,October,1.19,87154717.02,53895478.42,49980000.0,37174717.02
576,12006,tt1648190,The Dark Tower,The Dark Tower,2017,95.0,"['Action', 'Adventure', 'Fantasy']",5.7,107518.0,['nm1064048'],"['nm0326040', 'nm0684374', 'nm0421314', 'nm1064048', 'nm0000175']","['nm0252961', 'nm0000190', 'nm6999211', 'nm0371660']",,,,,,['nm1064048'],,['nm0000165'],,,"['nm0326040', 'nm0684374', 'nm0421314', 'nm0000175']",The Dark Tower2017,894,95,"Aug 4, 2017",The Dark Tower,60000000,50701325,113461527,0.89102545,53461527,2017,August,1.11,125942294.97,56278470.75000001,66600000.00000001,59342294.97000001
577,12044,tt1649419,The Impossible,Lo imposible,2012,114.0,"['Drama', 'History', 'Thriller']",7.6,177762.0,['nm1291105'],"['nm1037221', 'nm5377442']","['nm0000191', 'nm4043618', 'nm3009594']",['nm0915208'],,,,,['nm1291105'],,"['nm0057623', 'nm1428086', 'nm1973308']",,,"['nm1037221', 'nm5377442']",The Impossible2012,1499,100,"Dec 21, 2012",The Impossible,40000000,19019882,169590606,3.23976515,129590606,2012,December,1.19,201812821.14,22633659.58,47600000.0,154212821.14
578,12072,tt1650043,Diary of a Wimpy Kid: Rodrick Rules,Diary of a Wimpy Kid: Rodrick Rules,2011,99.0,"['Comedy', 'Family']",6.6,23135.0,['nm0101047'],"['nm0007091', 'nm0431817', 'nm2732149']","['nm2325393', 'nm1256602', 'nm2953573']",['nm0006713'],,,,,['nm0101047'],,"['nm0800922', 'nm1749221']",,,"['nm0007091', 'nm0431817', 'nm2732149']",Diary of a Wimpy Kid: Rodrick Rules2011,2779,80,"Mar 25, 2011",Diary of a Wimpy Kid: Rodrick Rules,18000000,52698535,73695194,3.0941774444444445,55695194,2011,March,1.21,89171184.74,63765227.35,21780000.0,67391184.74
579,12079,tt1650062,Super 8,Super 8,2011,112.0,"['Mystery', 'Sci-Fi', 'Thriller']",7.0,320575.0,['nm0009190'],['nm0009190'],"['nm0151419', 'nm1525807']","['nm1102577', 'nm1404488']",,,['nm0284583'],['nm0315974'],['nm0009190'],['nm0104783'],"['nm1333357', 'nm0000229']",,,,Super 82011,1092,93,"Jun 10, 2011",Super 8,50000000,127004179,257972745,4.1594549,207972745,2011,June,1.21,312147021.45,153675056.59,60500000.0,251647021.45
580,12107,tt1650554,Kick-Ass 2,Kick-Ass 2,2013,103.0,"['Action', 'Comedy', 'Crime']",6.6,238832.0,['nm0905592'],"['nm0905592', 'nm2092839', 'nm1348210']","['nm1093951', 'nm2395586', 'nm0000120']",['nm1631269'],,,,,['nm0905592'],,"['nm0000093', 'nm0092061', 'nm1331055']",,,"['nm2092839', 'nm1348210']",Kick-Ass 22013,2064,65,"Aug 16, 2013",Kick-Ass 2,28000000,28795985,63129909,1.2546396071428572,35129909,2013,August,1.17,73861993.53,33691302.45,32760000.0,41101993.53
581,12256,tt1655420,My Week with Marilyn,My Week with Marilyn,2011,99.0,"['Biography', 'Drama']",7.0,79337.0,['nm0193508'],"['nm0388130', 'nm1133610']","['nm1519666', 'nm0000110']","['nm0931329', 'nm0000566']",,,,['nm0691100'],['nm0193508'],,"['nm0661406', 'nm0005544']",,,"['nm0388130', 'nm1133610']",My Week with Marilyn2011,3621,22,"Nov 23, 2011",My Week with Marilyn,10000000,14597405,34240572,2.4240572,24240572,2011,November,1.21,41431092.12,17662860.05,12100000.0,29331092.12
582,12260,tt1655441,The Age of Adaline,The Age of Adaline,2015,112.0,"['Drama', 'Fantasy', 'Romance']",7.2,138924.0,['nm1767218'],"['nm0328987', 'nm3384330']","['nm0401264', 'nm0000148']","['nm0515116', 'nm0000834']",,,,,['nm1767218'],,"['nm0742347', 'nm0454004', 'nm0524342']",,,"['nm0328987', 'nm3384330']",The Age of Adaline2015,1907,8,"Apr 24, 2015",The Age of Adaline,30000000,42629776,68984536,1.2994845333333334,38984536,2015,April,1.15,79332216.39999999,49024242.4,34500000.0,44832216.39999999
583,12261,tt1655442,The Artist,The Artist,2011,100.0,"['Comedy', 'Drama', 'Romance']",7.9,217184.0,['nm0371890'],['nm0371890'],"['nm0241121', 'nm0000422', 'nm0000342']",['nm0067367'],,,['nm0771526'],['nm0099753'],['nm0371890'],['nm2691134'],['nm0486627'],['nm0071879'],,,The Artist2011,2933,34,"Nov 25, 2011",The Artist,16000000,44667095,128256712,7.0160445000000005,112256712,2011,November,1.21,155190621.51999998,54047184.95,19360000.0,135830621.51999998
584,19111,tt1825978,The Artist,The Artist,2011,100.0,['Thriller'],6.8,6.0,['nm3908851'],['nm3908851'],['nm3908851'],['nm1780718'],,,['nm1571217'],"['nm4388535', 'nm4388417']",,,,,,,The Artist2011,2933,34,"Nov 25, 2011",The Artist,16000000,44667095,128256712,7.0160445000000005,112256712,2011,November,1.21,155190621.51999998,54047184.95,19360000.0,135830621.51999998
585,12262,tt1655460,Wanderlust,Wanderlust,2012,98.0,"['Comedy', 'Romance']",5.6,69081.0,['nm0906476'],"['nm0906476', 'nm0547800']","['nm0748620', 'nm0857620']","['nm0000098', 'nm0015196']",,,['nm0095272'],['nm0917208'],['nm0906476'],['nm0605758'],['nm0031976'],,,['nm0547800'],Wanderlust2012,1787,88,"Feb 24, 2012",Wanderlust,32500000,17288155,24159934,-0.2566174153846154,-8340066,2012,February,1.19,28750321.46,20572904.45,38675000.0,-9924678.540000003
586,12283,tt1656186,Stolen,Stolen,2012,96.0,"['Action', 'Crime', 'Thriller']",5.5,41313.0,['nm0922346'],['nm1638756'],"['nm0000115', 'nm0524197', 'nm0396812']",['nm0015196'],,,,,['nm0922346'],,"['nm1207050', 'nm0078868', 'nm9776897', 'nm1640692']",,,['nm1638756'],Stolen2012,1752,53,"Sep 14, 2012",Stolen,35000000,289773,17967746,-0.4866358285714286,-17032254,2012,September,1.19,21381617.74,344829.87,41650000.0,-20268382.26
587,12284,tt1656190,Safe,Safe,2012,94.0,"['Action', 'Crime', 'Thriller']",6.5,96388.0,['nm0945026'],['nm0945026'],"['nm0005458', 'nm0001697', 'nm0121559']",['nm4313845'],,,['nm0194356'],['nm0006205'],['nm0945026'],['nm1754850'],"['nm0004744', 'nm0116232']",,,,Safe2012,1777,78,"Apr 27, 2012",Safe,33000000,17142080,41495213,0.2574306969696969,8495213,2012,April,1.19,49379303.47,20399075.2,39270000.0,10109303.47
588,12324,tt1657507,Colombiana,Colombiana,2011,108.0,"['Action', 'Drama', 'Thriller']",6.4,87659.0,['nm0576298'],"['nm0000108', 'nm0436543']","['nm0890232', 'nm0089485', 'nm0003244']",['nm0757855'],,,,"['nm1635670', 'nm1166319']",['nm0576298'],,['nm0954437'],,,"['nm0000108', 'nm0436543']",Colombiana2011,1459,60,"Aug 26, 2011",Colombiana,40000000,36665854,72295262,0.80738155,32295262,2011,August,1.21,87477267.02,44365683.34,48400000.0,39077267.02
